t,inp_mag,cmd_vx,cmd_vy,cmd_vz,cmd_wx,cmd_wy,cmd_wz,act_vx,act_vy,act_vz,act_wx,act_wy,act_wz,tgt_x,tgt_y,tgt_z,tgt_rx,tgt_ry,tgt_rz,act_x,act_y,act_z,act_rx,act_ry,act_rz
0.0001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000561,0.0,-0.000459,0.0,0.0,0.0,0.119465,-0.167851,0.448267,3.1,-0.018,1.201,0.119489,-0.167844,0.448262,3.1,-0.018,1.201
0.01015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000561,0.0,-0.000459,0.0,0.0,0.0,0.119465,-0.167851,0.448267,3.1,-0.018,1.201,0.119489,-0.167844,0.448262,3.1,-0.018,1.201
0.02021,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000351,-1.6e-05,0.000143,0.0,0.0,0.0,0.119465,-0.167851,0.448267,3.1,-0.018,1.201,0.119467,-0.167845,0.448271,3.1,-0.018,1.201
0.03027,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000351,-1.6e-05,0.000143,0.0,0.0,0.0,0.119465,-0.167851,0.448267,3.1,-0.018,1.201,0.119467,-0.167845,0.448271,3.1,-0.018,1.201
0.04033,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000351,-1.6e-05,0.000143,0.0,0.0,0.0,0.119465,-0.167851,0.448267,3.1,-0.018,1.201,0.119467,-0.167845,0.448271,3.1,-0.018,1.201
0.05039,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000351,-1.6e-05,0.000143,0.0,0.0,0.0,0.119465,-0.167851,0.448267,3.1,-0.018,1.201,0.119467,-0.167845,0.448271,3.1,-0.018,1.201
0.06045,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000351,-1.6e-05,0.000143,0.0,0.0,0.0,0.119465,-0.167851,0.448267,3.1,-0.018,1.201,0.119467,-0.167845,0.448271,3.1,-0.018,1.201
0.07051,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000351,-1.6e-05,0.000143,0.0,0.0,0.0,0.119465,-0.167851,0.448267,3.1,-0.018,1.201,0.119467,-0.167845,0.448271,3.1,-0.018,1.201
0.08057,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000351,-1.6e-05,0.000143,0.0,0.0,0.0,0.119465,-0.167851,0.448267,3.1,-0.018,1.201,0.119467,-0.167845,0.448271,3.1,-0.018,1.201
0.09062,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000351,-1.6e-05,0.000143,0.0,0.0,0.0,0.119465,-0.167851,0.448267,3.1,-0.018,1.201,0.119467,-0.167845,0.448271,3.1,-0.018,1.201
0.10067,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000351,-1.6e-05,0.000143,0.0,0.0,0.0,0.119465,-0.167851,0.448267,3.1,-0.018,1.201,0.119467,-0.167845,0.448271,3.1,-0.018,1.201
0.11072,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000351,-1.6e-05,0.000143,0.0,0.0,0.0,0.119465,-0.167851,0.448267,3.1,-0.018,1.201,0.119467,-0.167845,0.448271,3.1,-0.018,1.201
0.12078,0,0.0,0.0,0.0,0.0,0.0,0.0,5.8e-05,-1.9e-05,-8.7e-05,0.0,0.0,0.0,0.119465,-0.167851,0.448267,3.1,-0.018,1.201,0.119473,-0.167847,0.448262,3.1,-0.018,1.201
0.13084,0,0.0,0.0,0.0,0.0,0.0,0.0,5.8e-05,-1.9e-05,-8.7e-05,0.0,0.0,0.0,0.119465,-0.167851,0.448267,3.1,-0.018,1.201,0.119473,-0.167847,0.448262,3.1,-0.018,1.201
