t,inp_mag,cmd_vx,cmd_vy,cmd_vz,cmd_wx,cmd_wy,cmd_wz,tgt_x,tgt_y,tgt_z,tgt_rx,tgt_ry,tgt_rz,act_x,act_y,act_z,act_rx,act_ry,act_rz
0.0001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119745,-0.157908,0.447432,3.108,-0.018,1.229
0.01024,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119745,-0.157908,0.447432,3.108,-0.018,1.229
0.02032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119745,-0.157908,0.447432,3.108,-0.018,1.229
0.03039,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119745,-0.157908,0.447432,3.108,-0.018,1.229
0.04046,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119745,-0.157908,0.447432,3.108,-0.018,1.229
0.05052,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119752,-0.157898,0.447445,3.108,-0.018,1.229
0.06058,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119752,-0.157898,0.447445,3.108,-0.018,1.229
0.07066,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119752,-0.157898,0.447445,3.108,-0.018,1.229
0.08072,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119752,-0.157898,0.447445,3.108,-0.018,1.229
0.09079,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119752,-0.157898,0.447445,3.108,-0.018,1.229
0.10085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119752,-0.157898,0.447445,3.108,-0.018,1.229
0.11091,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119752,-0.157898,0.447445,3.108,-0.018,1.229
0.12098,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119752,-0.157898,0.447445,3.108,-0.018,1.229
0.13104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119752,-0.157898,0.447445,3.108,-0.018,1.229
0.1411,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119752,-0.157898,0.447445,3.108,-0.018,1.229
0.15116,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119752,-0.157898,0.447445,3.108,-0.018,1.229
0.16122,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119748,-0.157912,0.447436,3.108,-0.018,1.229
0.17128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119748,-0.157912,0.447436,3.108,-0.018,1.229
0.18136,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119748,-0.157912,0.447436,3.108,-0.018,1.229
0.19141,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119748,-0.157912,0.447436,3.108,-0.018,1.229
0.20147,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119748,-0.157912,0.447436,3.108,-0.018,1.229
0.21152,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119748,-0.157912,0.447436,3.108,-0.018,1.229
0.22158,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119748,-0.157912,0.447436,3.108,-0.018,1.229
0.23164,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119748,-0.157912,0.447436,3.108,-0.018,1.229
0.2417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119748,-0.157912,0.447436,3.108,-0.018,1.229
0.25176,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.15791,0.447436,3.108,-0.018,1.229
0.26182,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.15791,0.447436,3.108,-0.018,1.229
0.27188,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.15791,0.447436,3.108,-0.018,1.229
0.28194,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.15791,0.447436,3.108,-0.018,1.229
0.29198,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.15791,0.447436,3.108,-0.018,1.229
0.30204,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.15791,0.447436,3.108,-0.018,1.229
0.31211,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.15791,0.447436,3.108,-0.018,1.229
0.32217,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.15791,0.447436,3.108,-0.018,1.229
0.33223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.15791,0.447436,3.108,-0.018,1.229
0.34229,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119745,-0.157908,0.44744,3.108,-0.018,1.229
0.35235,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119745,-0.157908,0.44744,3.108,-0.018,1.229
0.36241,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119745,-0.157908,0.44744,3.108,-0.018,1.229
0.37247,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119745,-0.157908,0.44744,3.108,-0.018,1.229
0.38253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119745,-0.157908,0.44744,3.108,-0.018,1.229
0.39259,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119745,-0.157908,0.44744,3.108,-0.018,1.229
0.40265,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119745,-0.157908,0.44744,3.108,-0.018,1.229
0.41271,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119745,-0.157908,0.44744,3.108,-0.018,1.229
0.42277,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11974,-0.157908,0.44744,3.108,-0.018,1.229
0.43283,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11974,-0.157908,0.44744,3.108,-0.018,1.229
0.44289,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11974,-0.157908,0.44744,3.108,-0.018,1.229
0.45295,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11974,-0.157908,0.44744,3.108,-0.018,1.229
0.46298,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11974,-0.157908,0.44744,3.108,-0.018,1.229
0.47304,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11974,-0.157908,0.44744,3.108,-0.018,1.229
0.4831,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11974,-0.157908,0.44744,3.108,-0.018,1.229
0.49316,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11974,-0.157908,0.44744,3.108,-0.018,1.229
0.50322,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119743,-0.15791,0.44744,3.108,-0.018,1.229
0.51328,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119743,-0.15791,0.44744,3.108,-0.018,1.229
0.52334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119743,-0.15791,0.44744,3.108,-0.018,1.229
0.53339,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119743,-0.15791,0.44744,3.108,-0.018,1.229
0.54345,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119743,-0.15791,0.44744,3.108,-0.018,1.229
0.55351,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119743,-0.15791,0.44744,3.108,-0.018,1.229
0.56357,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119743,-0.15791,0.44744,3.108,-0.018,1.229
0.57362,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157915,0.447449,3.108,-0.018,1.228
0.58368,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157915,0.447449,3.108,-0.018,1.228
0.59374,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157915,0.447449,3.108,-0.018,1.228
0.6038,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157915,0.447449,3.108,-0.018,1.228
0.61386,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157915,0.447449,3.108,-0.018,1.228
0.62392,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157915,0.447449,3.108,-0.018,1.228
0.63398,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157915,0.447449,3.108,-0.018,1.228
0.64404,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157915,0.447449,3.108,-0.018,1.228
0.6541,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157915,0.447449,3.108,-0.018,1.228
0.66416,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157915,0.447449,3.108,-0.018,1.228
0.67422,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157915,0.447449,3.108,-0.018,1.228
0.68428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.69434,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.7044,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.71446,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.72452,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.73458,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.74464,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.75469,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.76475,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.77481,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119746,-0.157903,0.44744,3.108,-0.018,1.229
0.78487,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119746,-0.157903,0.44744,3.108,-0.018,1.229
0.79493,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119746,-0.157903,0.44744,3.108,-0.018,1.229
0.80498,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119746,-0.157903,0.44744,3.108,-0.018,1.229
0.81504,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119746,-0.157903,0.44744,3.108,-0.018,1.229
0.8251,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119746,-0.157903,0.44744,3.108,-0.018,1.229
0.83516,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119746,-0.157903,0.44744,3.108,-0.018,1.229
0.84522,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119746,-0.157903,0.44744,3.108,-0.018,1.229
0.85528,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119746,-0.157903,0.44744,3.108,-0.018,1.229
0.86533,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.87539,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.88545,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.89551,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.90557,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.91563,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.92569,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.93575,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.94581,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157899,0.447445,3.108,-0.018,1.229
0.95587,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157907,0.447445,3.108,-0.018,1.229
0.96593,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157907,0.447445,3.108,-0.018,1.229
0.97598,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157907,0.447445,3.108,-0.018,1.229
0.98604,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157907,0.447445,3.108,-0.018,1.229
0.9961,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157907,0.447445,3.108,-0.018,1.229
1.00616,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157907,0.447445,3.108,-0.018,1.229
1.01621,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157907,0.447445,3.108,-0.018,1.229
1.02628,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157907,0.447445,3.108,-0.018,1.229
1.03634,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157907,0.447445,3.108,-0.018,1.229
1.0464,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157907,0.447445,3.108,-0.018,1.229
1.05646,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157907,0.447445,3.108,-0.018,1.229
1.06652,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157907,0.447445,3.108,-0.018,1.229
1.07658,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157907,0.447445,3.108,-0.018,1.229
1.08664,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157898,0.44744,3.108,-0.018,1.229
1.0967,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157898,0.44744,3.108,-0.018,1.229
1.10676,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157898,0.44744,3.108,-0.018,1.229
1.11682,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157898,0.44744,3.108,-0.018,1.229
1.12688,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157898,0.44744,3.108,-0.018,1.229
1.13693,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157898,0.44744,3.108,-0.018,1.229
1.14698,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157898,0.44744,3.108,-0.018,1.229
1.15704,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157898,0.44744,3.108,-0.018,1.229
1.1671,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157898,0.44744,3.108,-0.018,1.229
1.17716,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157898,0.44744,3.108,-0.018,1.229
1.18722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157898,0.44744,3.108,-0.018,1.229
1.19728,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157898,0.44744,3.108,-0.018,1.229
1.20734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157898,0.44744,3.108,-0.018,1.229
1.2174,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119744,-0.157898,0.44744,3.108,-0.018,1.229
1.22746,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11975,-0.1579,0.44744,3.108,-0.018,1.229
1.23752,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11975,-0.1579,0.44744,3.108,-0.018,1.229
1.24758,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11975,-0.1579,0.44744,3.108,-0.018,1.229
1.25764,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11975,-0.1579,0.44744,3.108,-0.018,1.229
1.26771,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11975,-0.1579,0.44744,3.108,-0.018,1.229
1.27782,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11975,-0.1579,0.44744,3.108,-0.018,1.229
1.28789,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11975,-0.1579,0.44744,3.108,-0.018,1.229
1.29795,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11975,-0.1579,0.44744,3.108,-0.018,1.229
1.30801,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.11975,-0.1579,0.44744,3.108,-0.018,1.229
1.31815,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157906,0.447445,3.108,-0.018,1.229
1.32831,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157906,0.447445,3.108,-0.018,1.229
1.33847,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157906,0.447445,3.108,-0.018,1.229
1.34855,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157906,0.447445,3.108,-0.018,1.229
1.35868,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157906,0.447445,3.108,-0.018,1.229
1.36883,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157906,0.447445,3.108,-0.018,1.229
1.37895,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157906,0.447445,3.108,-0.018,1.229
1.38898,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157906,0.447445,3.108,-0.018,1.229
1.39904,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157906,0.447445,3.108,-0.018,1.229
1.4091,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157906,0.447445,3.108,-0.018,1.229
1.41916,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157906,0.447445,3.108,-0.018,1.229
1.42922,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157906,0.447445,3.108,-0.018,1.229
1.43928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119731,-0.157906,0.447445,3.108,-0.018,1.229
1.44934,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119739,-0.1579,0.447458,3.108,-0.018,1.229
1.4594,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119739,-0.1579,0.447458,3.108,-0.018,1.229
1.46945,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119739,-0.1579,0.447458,3.108,-0.018,1.229
1.47951,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119739,-0.1579,0.447458,3.108,-0.018,1.229
1.48957,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119739,-0.1579,0.447458,3.108,-0.018,1.229
1.49963,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119739,-0.1579,0.447458,3.108,-0.018,1.229
1.50969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119739,-0.1579,0.447458,3.108,-0.018,1.229
1.51975,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119739,-0.1579,0.447458,3.108,-0.018,1.229
1.52981,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119739,-0.1579,0.447458,3.108,-0.018,1.229
1.53987,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119739,-0.1579,0.447458,3.108,-0.018,1.229
1.54993,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119739,-0.1579,0.447458,3.108,-0.018,1.229
1.55998,0,0.0,0.0,0.0,0.0,0.0,0.0,0.119736,-0.157919,0.447432,3.108,-0.018,1.228,0.119739,-0.1579,0.447458,3.108,-0.018,1.229
